normalized,raw,definition_fr
ARETAS,Arétas,"Nom porté par plusieurs rois nabatéens de Pétra, dont Arétas IV, contemporain du début de l'ère chrétienne."
AREUSE,Areuse,"Rivière du canton de Neuchâtel, en Suisse, qui se jette dans le lac de Neuchâtel."
ARGELES,Argelès,"Forme abrégée d'Argelès-sur-Mer, commune et station balnéaire des Pyrénées-Orientales, en Occitanie."
ARGENTEUIL,Argenteuil,"1) Commune française du Val-d'Oise, dans la banlieue nord-ouest de Paris, sur la Seine. 2) Municipalité régionale de comté des Laurentides, au Québec, Canada."
ARGOEUVES,Argœuves,"Commune française du département de la Somme, en Hauts-de-France."
ARGOLIDE,Argolide,"Région du nord-est du Péloponnèse, en Grèce, autour de la ville d'Argos."
ARGOVIE,Argovie,"Canton du nord de la Suisse, dont le chef-lieu est Aarau."
ARIANE,Ariane,"1) Fille de Minos dans la mythologie grecque, qui remet à Thésée le fil lui permettant de ressortir du Labyrinthe. 2) Prénom féminin d'origine grecque. 3) Famille de lanceurs spatiaux européens."
ARISTENETE,Aristénète,Nom attribué à l'auteur d'un recueil grec tardif de lettres d'amour fictives.
ARISTIPPE,Aristippe,"Philosophe grec de Cyrène, disciple de Socrate, fondateur de l'école cyrénaïque qui plaçait le plaisir au centre de la vie bonne."
ARISTOBULE,Aristobule,"Nom porté par plusieurs personnages de l'époque hellénistique et hasmonéenne, dont des rois et grands prêtres de Judée."
ARISTOPHANE,Aristophane,"Poète comique athénien du Ve siècle av. J.-C., principal représentant de la comédie ancienne, auteur des « Grenouilles » et des « Oiseaux »."
ARISTOTE,Aristote,"Philosophe grec du IVe siècle av. J.-C., élève de Platon et précepteur d'Alexandre le Grand, fondateur du Lycée et auteur d'une œuvre encyclopédique."
ARIZE,Arize,"Rivière d'Occitanie, dans l'Ariège, qui a creusé la grotte du Mas-d'Azil."
ARJANG,Arjäng,"Petite ville et commune de l'ouest de la Suède, dans le Värmland."
ARKHANGELSK,Arkhangelsk,"Ville portuaire du nord de la Russie, sur la mer Blanche, et oblast dont elle est le centre administratif."
ARKHANGUELSK,Arkhanguelsk,"Variante graphique d'Arkhangelsk, ville et région du nord de la Russie."
ARLES,Arles,"1) Ville française des Bouches-du-Rhône, en Provence, riche en monuments romains et liée au peintre Van Gogh. 2) Ancien nom d'Arles-sur-Tech, dans les Pyrénées-Orientales."
ARLON,Arlon,"Chef-lieu de la province de Luxembourg, dans le sud-est de la Belgique."
ARMANCON,Armançon,"Rivière de Bourgogne, affluent de la rive droite de l'Yonne."
ARMANET,Armanet,Nom de famille français.
ARMELLE,Armelle,"Prénom féminin d'origine bretonne, forme féminine d'Armel."
ARMENIE,Arménie,"Pays enclavé du Caucase du Sud, à la charnière de l'Asie et de l'Europe, dont la capitale est Erevan."
ARMENISTAN,Arménistan,Nom donné à l'aire géographique d'Asie occidentale où l'arménien est ou fut historiquement parlé.
ARMENTIERES,Armentières,"Commune française du département du Nord, en Hauts-de-France, près de la frontière belge."
ARMIDE,Armide,"Magicienne de la « Jérusalem délivrée » du Tasse, qui retient le croisé Renaud par ses enchantements, et sujet de nombreux opéras."
ARMIN,Armin,"Prénom masculin d'origine germanique ou latine, rattaché au chef chérusque Arminius."
ARMORIQUE,Armorique,"Nom antique de la partie nord-ouest de la Gaule, correspondant en gros à la Bretagne actuelle."
ARNAUD,Arnaud,1) Prénom masculin d'origine germanique. 2) Nom de famille formé sur ce prénom.
ARNO,Arno,"Fleuve de Toscane, en Italie, qui traverse Florence et Pise avant de se jeter dans la mer."
ARNTFIELD,Arntfield,"Ancienne municipalité, aujourd'hui quartier de Rouyn-Noranda, en Abitibi-Témiscamingue, au Québec."
AROUEDES,Arouèdes,"Lieu-dit de la commune de Saleich, en Haute-Garonne."
ARPAJON,Arpajon,"1) Commune française de l'Essonne, en région parisienne, connue pour sa foire aux haricots. 2) Nom d'une famille noble du Rouergue."
ARPAVON,Arpavon,"Commune française du département de la Drôme, en Auvergne-Rhône-Alpes."
ARQUISAT,Arquisat,"Hameau de la commune de Miglos, dans l'Ariège, en Occitanie."
ARROUET,Arrouet,"Nom de famille français, proche d'Arouet, patronyme de Voltaire."
ARRUDA,Arruda,Nom de famille d'origine portugaise.
ARSACE,Arsace,"Fondateur éponyme de la dynastie parthe des Arsacides, au IIIe siècle av. J.-C."
ARSENAULT,Arsenault,Nom de famille répandu en Acadie et au Québec.
ARSENEAU,Arseneau,"Nom de famille acadien, variante d'Arsenault."
ARSENEAULT,Arseneault,"Nom de famille acadien, variante d'Arsenault."
ARTAGNAN,Artagnan,"Commune française des Hautes-Pyrénées, en Occitanie, dont le nom est lié au mousquetaire d'Artagnan."
ARTAXERXES,Artaxerxès,Nom de plusieurs rois perses achéménides des Ve et IVe siècles av. J.-C.
ARTE,Arte,"Chaîne de télévision culturelle publique franco-allemande, créée en 1992."
ARTEMIDE,Artémide,"Variante d'Artémis, déesse grecque de la chasse et de la nature sauvage."
ARTEMIS,Artémis,"Déesse grecque de la chasse, des animaux sauvages et de la Lune, sœur jumelle d'Apollon."
ARTHABASKA,Arthabaska,"Municipalité régionale de comté du Centre-du-Québec, au Canada."
ARTHUR,Arthur,"1) Prénom masculin d'origine celtique. 2) Le roi Arthur, souverain légendaire des Bretons, au centre des récits de la Table ronde."
ARTIGAT,Artigat,"Commune française de l'Ariège, en Occitanie."
ARTIGOLE,Artigole,"Lieu-dit de la commune d'Urau, en Haute-Garonne."
ARTIGUENAVE,Artiguenave,"Lieu-dit de la commune de Montastruc-de-Salies, en Haute-Garonne."
ARTIGUES,Artigues,"Nom porté par plusieurs communes françaises du sud, dans l'Ariège, l'Aude, les Hautes-Pyrénées et le Var."
ARTIHAGUERE,Artihaguère,"Lieu-dit de la commune de Saleich, en Haute-Garonne."
ARTILLAC,Artillac,"Rivière du département de l'Ariège, en Occitanie."
ARTOIS,Artois,"Ancien comté du nord de la France, longtemps disputé entre le royaume et les possessions bourguignonnes puis habsbourgeoises, rattaché définitivement à la France au XVIIe siècle."
ARUNDEL,Arundel,"Municipalité de canton de la région des Laurentides, au Québec, Canada."
ARVE,Arve,"Rivière alpine de Haute-Savoie et de Suisse, qui rejoint le Rhône à Genève."
ARVIAT,Arviat,"Hameau du Nunavut, au Canada, sur la côte ouest de la baie d'Hudson."
ARYM,ARYM,"Sigle d'« Ancienne République yougoslave de Macédoine », désignation officielle provisoire de la Macédoine du Nord jusqu'en 2019."
ASBESTOS,Asbestos,"1) Ancien nom de Val-des-Sources, ville minière de l'Estrie, au Québec. 2) Ancien nom de la municipalité régionale de comté des Sources."
ASC,ASC,Sigle de l'Agence spatiale canadienne.
ASCARAT,Ascarat,"Commune française des Pyrénées-Atlantiques, au Pays basque, en Nouvelle-Aquitaine."
ASCLEPE,Asclèpe,"1) Forme du nom d'Asclépios, dieu grec de la médecine. 2) Prénom masculin d'usage ancien."
ASCO,Asco,"Rivière de Corse, affluent de la rive gauche du Golo."
ASCOU,Ascou,"Commune française de l'Ariège, en Occitanie, proche d'une station de sports d'hiver."
ASCOUX,Ascoux,"Commune française du département du Loiret, en Centre-Val de Loire."
ASDI,Asdi,Nom français de l'agence suédoise de coopération internationale au développement.
ASF,ASF,"Sigle d'Avocats sans frontières, organisation internationale de défense des droits par le droit."
ASFC,ASFC,1) Sigle d'Avocats sans frontières Canada. 2) Sigle de l'Agence des services frontaliers du Canada.
ASGARD,Ásgard,Domaine céleste des dieux Ases dans la mythologie nordique.
ASIE,Asie,"1) Le plus vaste et le plus peuplé des continents, entre l'Europe et l'océan Pacifique. 2) Province de l'Empire romain située dans l'ouest de l'Asie Mineure."
ASLANI,Aslani,Nom de famille persan.
ASM,ASM,"Sigle de l'Association sportive de Monaco, club de football de la principauté."
ASN,ASN,"Sigle de l'Autorité de sûreté nucléaire, autorité française chargée du contrôle du nucléaire civil."
ASSAM,Assam,"État du nord-est de l'Inde, dans la vallée du Brahmapoutre, réputé pour son thé."
ASSEDIC,Assedic,"Sigle de l'Association pour l'emploi dans l'industrie et le commerce, ancien organisme français gérant le versement des allocations chômage, intégré à Pôle emploi en 2009."
ASSOUAN,Assouan,"Ville du sud de l'Égypte, sur le Nil, près du grand barrage qui porte son nom."
ASSYRIE,Assyrie,"Royaume puis empire de la Mésopotamie antique, centré sur le haut Tigre, dominant le Proche-Orient jusqu'à sa chute à la fin du VIIe siècle av. J.-C."
ASTERIX,Astérix,"Héros de bande dessinée créé par Goscinny et Uderzo, petit guerrier gaulois résistant à l'occupation romaine."
ASTURIES,Asturies,"1) Communauté autonome du nord de l'Espagne, sur la côte cantabrique. 2) Royaume du haut Moyen Âge, foyer de la reconquête chrétienne."
ATAMBAIEV,Atambaïev,"Nom de famille d'Asie centrale, porté par Almazbek Atambaïev, président du Kirghizistan de 2011 à 2017."
ATH,Ath,"Ville de la province de Hainaut, en Wallonie, Belgique, connue pour sa ducasse et ses géants."
ATHENA,Athéna,"Déesse grecque de la sagesse, de la guerre réfléchie et des arts, protectrice d'Athènes."
ATHENAIS,Athénaïs,"1) Prénom féminin d'origine grecque. 2) Athénaïs de Montespan (1640-1707), favorite du roi Louis XIV."
ATHENES,Athènes,"Capitale de la Grèce, en Attique, berceau de la démocratie et de la philosophie antiques."
ATLANTIDE,Atlantide,"Île légendaire évoquée par Platon, puissante civilisation engloutie par les flots en un jour et une nuit."
ATROPATE,Atropate,"Satrape perse du IVe siècle av. J.-C. qui, après Alexandre, fonda un royaume indépendant dans le nord-ouest de la Médie."
ATROPATENE,Atropatène,"Royaume antique fondé par le satrape Atropatès dans le nord-ouest de l'Iran actuel, plus tard vassal des Parthes puis des Sassanides."
ATROPATES,Atropatès,"Graphie du nom d'Atropate, satrape perse fondateur de l'Atropatène."
ATROPATIE,Atropatie,"Autre nom de l'Atropatène, royaume antique du nord-ouest de l'Iran."
ATTAL,Attal,"Nom de famille d'origine arabe, notamment judéo-maghrébine, porté par Gabriel Attal, Premier ministre français en 2024."
ATTALIE,Attalie,"Nom antique d'Antalya, port du sud de la Turquie, fondé par les rois de Pergame."
ATTON,Atton,"1) Commune française de Meurthe-et-Moselle, en Grand Est. 2) Prénom masculin d'usage ancien."
AUBERJONOIS,Auberjonois,"Nom de famille suisse, notamment celui du peintre vaudois René Auberjonois."
AUCH,Auch,"1) Ville française, préfecture du Gers, en Occitanie, ancienne capitale de la Gascogne. 2) Nom de famille tiré de cette ville."
AUCKLAND,Auckland,"Plus grande ville de Nouvelle-Zélande, dans le nord de l'île du Nord."
AUCLAIR,Auclair,"1) Nom de famille surtout répandu au Québec. 2) Municipalité du Bas-Saint-Laurent, au Québec."
AUDE,Aude,"1) Prénom féminin d'origine germanique. 2) Département du sud de la France, en Occitanie. 3) Fleuve qui lui donne son nom et se jette dans la Méditerranée."
AUDERGHEM,Auderghem,"Commune de la Région de Bruxelles-Capitale, en Belgique."
AUDET,Audet,Nom de famille répandu au Québec.
AUDETT,Audett,"Nom de famille, variante d'Audet."
AUDETTE,Audette,"Nom de famille, variante d'Audet."
AUDIERNE,Audierne,"Commune française du Finistère, en Bretagne, port de pêche à la pointe sud-ouest de la Cornouaille."
AUDREE,Audrée,"Prénom féminin, variante d'Audrey répandue au Québec."
AUDREY,Audrey,"Prénom d'origine anglaise, surtout féminin, très en vogue dans les années 1980."
AUDUREAU,Audureau,"Nom de famille français, répandu dans l'ouest de la France."
AUGSBOURG,Augsbourg,"Ville de Bavière, dans le sud de l'Allemagne, célèbre pour la Confession d'Augsbourg de 1530."
AULNAY,Aulnay,"Nom de plusieurs communes françaises, désignant couramment Aulnay-sous-Bois, ville de Seine-Saint-Denis, dans la banlieue nord-est de Paris."
AULOUE,Auloue,"Rivière d'Occitanie, affluent de la rive gauche de la Baïse."
AUMOND,Aumond,"Municipalité de canton de la région de l'Outaouais, au Québec, Canada."
AUPALUK,Aupaluk,"Village inuit du Nunavik, dans le grand nord québécois, au bord de la baie d'Ungava."
AURIGNAC,Aurignac,"Commune française de la Haute-Garonne, en Occitanie, site éponyme de la culture préhistorique aurignacienne."
AURIGNY,Aurigny,"Île anglo-normande la plus septentrionale, dépendance de la Couronne britannique, proche des côtes du Cotentin."
AURILLAC,Aurillac,"Ville française, préfecture du Cantal, en Auvergne-Rhône-Alpes, hôte d'un festival de théâtre de rue."
AUSONE,Ausone,"Poète et rhéteur latin du IVe siècle, originaire de Bordeaux, précepteur de l'empereur Gratien."
AUSSEING,Ausseing,"Commune française de la Haute-Garonne, en Occitanie."
AUSTRALASIE,Australasie,"Ensemble régional d'Océanie regroupant l'Australie, la Nouvelle-Zélande, la Nouvelle-Guinée et des îles mélanésiennes voisines."
AUSTRALIE,Australie,"1) Pays d'Océanie occupant un continent-île, ancien ensemble de colonies britanniques. 2) Continent réunissant l'Australie, la Nouvelle-Guinée et les îles intermédiaires."
AUSTRONESIE,Austronésie,"Aire de peuplement s'étendant de Madagascar à l'île de Pâques, définie par la famille des langues austronésiennes."
AUTEUIL,Auteuil,"1) Quartier huppé de l'ouest de Paris, dans le 16e arrondissement. 2) Nom de communes de l'Oise et des Yvelines."
AUTHIER,Authier,"Municipalité de l'Abitibi-Témiscamingue, au Québec, Canada."
AUTRICHE,Autriche,"Pays alpin d'Europe centrale, État fédéral, ancien cœur de l'empire des Habsbourg, dont la capitale est Vienne."
AUXERRE,Auxerre,"Ville française, préfecture de l'Yonne, en Bourgogne-Franche-Comté, au cœur d'une région viticole."
AUZAS,Auzas,"Commune française de la Haute-Garonne, en Occitanie."
AVENTIN,Aventin,"L'une des sept collines de Rome, au sud du centre antique, associée à la plèbe."
AVERROES,Averroès,"Philosophe, médecin et juriste andalou du XIIe siècle, grand commentateur d'Aristote, né à Cordoue."
AVEYRON,Aveyron,"1) Département du sud de la France, en Occitanie, dont le chef-lieu est Rodez. 2) Rivière qui lui donne son nom, affluent de la rive droite du Tarn."
AVIGNON,Avignon,"1) Ville française, préfecture de Vaucluse, en Provence, résidence des papes au XIVe siècle. 2) Municipalité régionale de comté de la Gaspésie, au Québec."
AXELLE,Axelle,"Prénom féminin, forme féminine moderne d'Axel."
AYLMER,Aylmer,"Ancien secteur municipal aujourd'hui intégré à la ville de Gatineau, en Outaouais, au Québec."
AYMEN,Aymen,"Prénom masculin arabe, signifiant « béni » ou « chanceux »."
AYMERIC,Aymeric,"Prénom masculin d'origine germanique, variante d'Émeric."
AZERBAIDJAN,Azerbaïdjan,"1) Pays du Caucase du Sud, au bord de la mer Caspienne, dont la capitale est Bakou. 2) Région du nord-ouest de l'Iran portant le même nom."
AZEREIX,Azereix,"Commune française des Hautes-Pyrénées, en Occitanie."
AZINCOURT,Azincourt,"1) Commune française du Pas-de-Calais, en Hauts-de-France. 2) Par ellipse, la bataille de 1415 où l'armée française fut écrasée par les Anglais d'Henri V."
AZNAVOURIAN,Aznavourian,"Nom de famille arménien, patronyme d'origine du chanteur et acteur français Charles Aznavour."
AZRAEL,Azraël,"Ange de la mort dans les traditions juive et musulmane, chargé de recueillir les âmes."
BAALBECK,Baalbeck,"Ville de l'est du Liban, dans la plaine de la Bekaa, célèbre pour ses temples romains monumentaux."
BAAS,Baas,"Parti nationaliste arabe fondé en Syrie, au pouvoir en Syrie et en Irak, dont le nom signifie « résurrection »."
BABOEUF,Babœuf,"Commune française du département de l'Oise, en Hauts-de-France."
BABYLONIE,Babylonie,"Empire et région de la Mésopotamie antique, autour de la ville de Babylone, du IIe millénaire av. J.-C. jusqu'à la conquête perse de 539 av. J.-C."
